,Year,Match_ID,Phase,Phase_num,Group,Round,Round_selector,Home,Away,Result,Points_Home,Points_Away,Advances,n_Goals_Home,n_Goals_Away,Goals_Home,Goals_Away,n_Pens_Home,n_Pens_Away,Pens_Home,Pens_Away,Time,Date,Venue,City,Attendance,Referee,Possession_Home,Possession_Away,PassAcc_Home,PassAcc_Away,n_Passes_Attempt_Home,n_Passes_Attempt_Away,n_Passes_Compl_Home,n_Passes_Compl_Away,Distance_Home,Distance_Away,OnTarget_Home,OnTarget_Away,OffTarget_Home,OffTarget_Away,ShotsBlocked_Home,ShotsBlocked_Away,Corners_Home,Corners_Away,Offsides_Home,Offsides_Away,Blocks_Home,Blocks_Away,BallsRec_Home,BallsRec_Away,Tackles_Home,Tackles_Away,Fouls_Home,Fouls_Away,Yellow_Home,Yellow_Away,Red_Home,Red_Away,Result_bare,youtube_url,deadline,completed,match_time,kick_off_cest,,,,,,
232,1996,1996_Group_A_3_Netherlands_England,Group,1,A,3,Group match 3,Netherlands,England,1–4,0,3,NA,1,4,Kluivert  78',"Shearer  23' (pen.), 57'
Sheringham  51', 62'",NA,NA,NA,NA,19:30,18/06/1996,Wembley Stadium,London,"Attendance: 76,798",Referee: Gerd Grabher (Austria),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,1–4,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
233,1996,1996_Group_B_1_Spain_Bulgaria,Group,1,B,1,Group match 1,Spain,Bulgaria,1–1,1,1,NA,1,1,Alfonso  74',Stoichkov  65' (pen.),NA,NA,NA,NA,14:30,09/06/1996,Elland Road,Leeds,"Attendance: 24,006",Referee: Piero Ceccarini (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
234,1996,1996_Group_B_1_Romania_France,Group,1,B,1,Group match 1,Romania,France,0–1,0,3,NA,0,1,NA,Dugarry  25',NA,NA,NA,NA,19:30,10/06/1996,St James' Park,Newcastle,"Attendance: 26,323",Referee: Hellmut Krug (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,0–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
235,1996,1996_Group_B_2_Bulgaria_Romania,Group,1,B,2,Group match 2,Bulgaria,Romania,1–0,3,0,NA,1,0,Stoichkov  3',NA,NA,NA,NA,NA,16:30,13/06/1996,St James' Park,Newcastle,"Attendance: 19,107",Referee: Peter Mikkelsen (Denmark),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,1–0,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
236,1996,1996_Group_B_2_France_Spain,Group,1,B,2,Group match 2,France,Spain,1–1,1,1,NA,1,1,Djorkaeff  48',Caminero  85',NA,NA,NA,NA,18:00,15/06/1996,Elland Road,Leeds,"Attendance: 35,626",Referee: Vadim Zhuk (Belarus),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,1–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
237,1996,1996_Group_B_3_France_Bulgaria,Group,1,B,3,Group match 3,France,Bulgaria,3–1,3,0,NA,3,1,"Blanc  21'
Penev  63' (o.g.)
Loko  90'",Stoichkov  69',NA,NA,NA,NA,16:30,18/06/1996,St James' Park,Newcastle,"Attendance: 26,976",Referee: Dermot Gallagher (England)[note 1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,3–1,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
238,1996,1996_Group_B_3_Romania_Spain,Group,1,B,3,Group match 3,Romania,Spain,1–2,0,3,NA,1,2,Raducioiu  29',"Manjarín  11'
Amor  84'",NA,NA,NA,NA,16:30,18/06/1996,Elland Road,Leeds,"Attendance: 32,719",Referee: Ahmet Çakar (Turkey),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,1–2,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
239,1996,1996_Group_C_1_Germany_Czech Republic,Group,1,C,1,Group match 1,Germany,Czech Republic,2–0,3,0,NA,2,0,"Ziege  26'
Möller  32'",NA,NA,NA,NA,NA,17:00,09/06/1996,Old Trafford,Manchester,"Attendance: 37,300",Referee: David Elleray (England),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,2–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
240,1996,1996_Group_C_1_Italy_Russia,Group,1,C,1,Group match 1,Italy,Russia,2–1,3,0,NA,2,1,"Casiraghi  5', 52'",Tsymbalar  21',NA,NA,NA,NA,16:30,11/06/1996,Anfield,Liverpool,"Attendance: 35,120",Referee: Leslie Mottram (Scotland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
241,1996,1996_Group_C_2_Czech Republic_Italy,Group,1,C,2,Group match 2,Czech Republic,Italy,2–1,3,0,NA,2,1,"Nedved  5'
Bejbl  35'",Chiesa  18',NA,NA,NA,NA,19:30,14/06/1996,Anfield,Liverpool,"Attendance: 37,320",Referee: Antonio López Nieto (Spain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,1,2–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
242,1996,1996_Group_C_2_Russia_Germany,Group,1,C,2,Group match 2,Russia,Germany,0–3,0,3,NA,0,3,NA,"Sammer  56'
Klinsmann  77', 90'",NA,NA,NA,NA,15:00,16/06/1996,Old Trafford,Manchester,"Attendance: 50,760",Referee: Kim Milton Nielsen (Denmark),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0–3,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
243,1996,1996_Group_C_3_Russia_Czech Republic,Group,1,C,3,Group match 3,Russia,Czech Republic,3–3,1,1,NA,3,3,"Mostovoi  49'
Tetradze  54'
Beschastnykh  85'","Suchopárek  5'
Kuka  19'
Šmicer  88'",NA,NA,NA,NA,19:30,19/06/1996,Anfield,Liverpool,"Attendance: 21,128",Referee: Anders Frisk (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,3–3,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
244,1996,1996_Group_C_3_Italy_Germany,Group,1,C,3,Group match 3,Italy,Germany,0–0,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,19:30,19/06/1996,Old Trafford,Manchester,"Attendance: 53,740",Referee: Guy Goethals (Belgium),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
245,1996,1996_Group_D_1_Denmark_Portugal,Group,1,D,1,Group match 1,Denmark,Portugal,1–1,1,1,NA,1,1,B. Laudrup  22',Sá Pinto  53',NA,NA,NA,NA,19:30,09/06/1996,Hillsborough,Sheffield,"Attendance: 34,993",Referee: Mario van der Ende (Netherlands),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,1–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
246,1996,1996_Group_D_1_Turkey_Croatia,Group,1,D,1,Group match 1,Turkey,Croatia,0–1,0,3,NA,0,1,NA,Vlaovic  86',NA,NA,NA,NA,19:30,11/06/1996,City Ground,Nottingham,"Attendance: 22,460",Referee: Serge Muhmenthaler (Switzerland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,0–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
247,1996,1996_Group_D_2_Portugal_Turkey,Group,1,D,2,Group match 2,Portugal,Turkey,1–0,3,0,NA,1,0,Couto  66',NA,NA,NA,NA,NA,16:30,14/06/1996,City Ground,Nottingham,"Attendance: 22,670",Referee: Sándor Puhl (Hungary),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,1–0,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
248,1996,1996_Group_D_2_Croatia_Denmark,Group,1,D,2,Group match 2,Croatia,Denmark,3–0,3,0,NA,3,0,"Šuker  54' (pen.), 90'
Boban  81'",NA,NA,NA,NA,NA,18:00,16/06/1996,Hillsborough,Sheffield,"Attendance: 33,671",Referee: Marc Batta (France),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,3–0,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
249,1996,1996_Group_D_3_Croatia_Portugal,Group,1,D,3,Group match 3,Croatia,Portugal,0–3,0,3,NA,0,3,NA,"Figo  4'
João Pinto  33'
Domingos  82'",NA,NA,NA,NA,16:30,19/06/1996,City Ground,Nottingham,"Attendance: 20,484",Referee: Bernd Heynemann (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,0–3,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
250,1996,1996_Group_D_3_Turkey_Denmark,Group,1,D,3,Group match 3,Turkey,Denmark,0–3,0,3,NA,0,3,NA,"B. Laudrup  50', 84'
A. Nielsen  69'",NA,NA,NA,NA,16:30,19/06/1996,Hillsborough,Sheffield,"Attendance: 28,951",Referee: Nikolai Levnikov (Russia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,0–3,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
251,1996,1996_Quarterfinal_A_France_Netherlands,Quarterfinal,3,A,NA,Quarterfinal,France,Netherlands,0–0 (a.e.t.),1,1,France,0,0,NA,NA,5,4,"Zidane 
Djorkaeff 
Lizarazu 
Guérin 
Blanc ","De Kock
De Boer
Kluivert
Seedorf
Blind",18:30,22/06/1996,Anfield,Liverpool,"Attendance: 37,465[4]",Referee: Antonio López Nieto (Spain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,0–0,NA,02/07/2021,,,#N/A,,,,,,
252,1996,1996_Quarterfinal_B_Czech Republic_Portugal,Quarterfinal,3,B,NA,Quarterfinal,Czech Republic,Portugal,1–0,3,0,Czech Republic,1,0,Poborský  53',NA,NA,NA,NA,NA,18:30,23/06/1996,Villa Park,Birmingham,"Attendance: 26,832[6]",Referee: Hellmut Krug (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,0,1–0,NA,02/07/2021,,,#N/A,,,,,,
253,1996,1996_Quarterfinal_C_Germany_Croatia,Quarterfinal,3,C,NA,Quarterfinal,Germany,Croatia,2–1,3,0,Germany,2,1,"Klinsmann  20' (pen.)
Sammer  59'",Šuker  51',NA,NA,NA,NA,15:00,23/06/1996,Old Trafford,Manchester,"Attendance: 43,412[5]",Referee: Leif Sundell (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,2–1,NA,02/07/2021,,,#N/A,,,,,,
254,1996,1996_Quarterfinal_D_Spain_England,Quarterfinal,3,D,NA,Quarterfinal,Spain,England,0–0 (a.e.t.),1,1,England,0,0,NA,NA,2,4,"Hierro 
Amor 
Belsué 
Nadal ","Shearer
Platt
Pearce
Gascoigne",15:00,22/06/1996,Wembley Stadium,London,"Attendance: 75,440[2]",Referee: Marc Batta (France),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,0–0,NA,02/07/2021,,,#N/A,,,,,,
255,1996,1996_Semifinal_A_France_Czech Republic,Semifinal,4,A,NA,Semifinal,France,Czech Republic,0–0 (a.e.t.),1,1,Czech Republic,0,0,NA,NA,5,6,"Zidane 
Djorkaeff 
Lizarazu 
Guérin 
Blanc 
Pedros ","Kubík
Nedved
Berger
Poborský
Rada
Kadlec",16:00,26/06/1996,Old Trafford,Manchester,"Attendance: 43,877[7]",Referee: Leslie Mottram (Scotland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,0–0,NA,06/07/2021,,,#N/A,,,,,,
256,1996,1996_Semifinal_B_Germany_England,Semifinal,4,B,NA,Semifinal,Germany,England,1–1 (a.e.t.),1,1,Germany,1,1,Kuntz  16',Shearer  3',6,5,"
Häßler 
Strunz 
Reuter 
Ziege 
Kuntz 
Möller ","
Shearer
Platt
Pearce
Gascoigne
Sheringham
Southgate",19:30,26/06/1996,Wembley Stadium,London,"Attendance: 75,862[8]",Referee: Sándor Puhl (Hungary),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1–1,NA,06/07/2021,,,#N/A,,,,,,
257,1996,1996_Final_A_Czech Republic_Germany,Final,5,A,NA,Final,Czech Republic,Germany,1–2 (a.e.t.),0,3,Germany,1,2,Berger  59' (pen.),"Bierhoff  73',  95' ",NA,NA,NA,NA,19:00,30/06/1996,Wembley Stadium,London,"Attendance: 73,611[9]",Referee: Pierluigi Pairetto (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,1–2,NA,11/07/2021,,,#N/A,,,,,,
